t[s],Relative error in y,vy[m/s],x[m],ay[m/s]
0.3760000000000003,0.00019583926007199598,-3.6666109681276065,0.0,-9.641860559102977
0.3770000000000003,0.00019642584374059027,-3.6762528286867093,0.0,-9.640993272959768
0.3780000000000003,0.00019701300220523722,-3.6858938219596693,0.0,-9.640123787482183
0.3790000000000003,0.00019760073773064855,-3.6955339457471514,0.0,-9.639252103483923
0.3800000000000003,0.00019818905258137988,-3.7051731978506353,0.0,-9.638378221780634
0.3810000000000003,0.00019877794903217993,-3.714811576072416,0.0,-9.63750214318991
0.3820000000000003,0.0001993674293640155,-3.724449078215606,0.0,-9.636623868531291
0.3830000000000003,0.00019995749586716857,-3.7340857020841374,0.0,-9.635743398626262
0.3840000000000003,0.0002005481508368738,-3.7437214454827634,0.0,-9.634860734298247
0.3850000000000003,0.0002011393965756496,-3.7533563062170616,0.0,-9.633975876372611
0.3860000000000003,0.0002017312353946769,-3.7629902820934342,0.0,-9.633088825676662
0.3870000000000003,0.00020232366961096397,-3.772623370919111,0.0,-9.632199583039638
0.3880000000000003,0.00020291670154968234,-3.7822555705021506,0.0,-9.631308149292716
0.3890000000000003,0.00020351033354420642,-3.7918868786514435,0.0,-9.630414525269009
0.3900000000000003,0.00020410456793461775,-3.8015172931767123,0.0,-9.62951871180356
0.3910000000000003,0.00020469940706678154,-3.811146811888516,0.0,-9.628620709733342
0.3920000000000003,0.00020529485329526348,-3.820775432598249,0.0,-9.627720519897258
0.3930000000000003,0.0002058909089822176,-3.830403153118146,0.0,-9.626818143136136
0.3940000000000003,0.0002064875764989635,-3.8400299712612824,0.0,-9.625913580292734
0.3950000000000003,0.00020708485822275877,-3.849655884841575,0.0,-9.625006832211731
0.3960000000000003,0.00020768275653568056,-3.859280891673787,0.0,-9.624097899739729
0.3970000000000003,0.00020828127383409146,-3.868904989573527,0.0,-9.62318678372525
0.3980000000000003,0.00020888041251656064,-3.878528176357252,0.0,-9.622273485018734
0.3990000000000003,0.00020948017499256182,-3.888150449842271,0.0,-9.621358004472544
0.4000000000000003,0.0002100805636763523,-3.8977718078467434,0.0,-9.62044034294095
0.4010000000000003,0.00021068158099221324,-3.907392248189684,0.0,-9.619520501280142
0.4020000000000003,0.00021128322937353039,-3.9170117686909642,0.0,-9.618598480348222
0.4030000000000003,0.0002118855112582055,-3.9266303671713123,0.0,-9.617674281005199
0.4040000000000003,0.00021248842909255187,-3.9362480414523175,0.0,-9.616747904112994
0.4050000000000003,0.00021309198533616503,-3.9458647893564307,0.0,-9.615819350535434
0.4060000000000003,0.0002136961824492221,-3.9554806087069663,0.0,-9.614888621138254
0.4070000000000003,0.0002143010229044932,-3.9650954973281047,0.0,-9.613955716789087
0.4080000000000003,0.0002149065091817845,-3.974709453044894,0.0,-9.613020638357476
0.4090000000000003,0.00021551264376991266,-3.9843224736832514,0.0,-9.612083386714856
0.4100000000000003,0.0002161194291626841,-3.9939345570699665,0.0,-9.611143962734568
0.4110000000000003,0.0002167268678684199,-4.003545701032701,0.0,-9.610202367291846
0.4120000000000003,0.0002173349623968377,-4.013155903399993,0.0,-9.60925860126382
0.4130000000000003,0.0002179437152705155,-4.022765162001257,0.0,-9.608312665529516
0.4140000000000003,0.00021855312901912762,-4.0323734746667865,0.0,-9.607364560969845
0.4150000000000003,0.00021916320617754523,-4.041980839227756,0.0,-9.606414288467617
0.4160000000000003,0.0002197739492975183,-4.051587253516224,0.0,-9.605461848907524
0.4170000000000003,0.0002203853609287092,-4.061192715365131,0.0,-9.604507243176148
0.4180000000000003,0.00022099744363891668,-4.070797222608307,0.0,-9.603550472161954
0.4190000000000003,0.00022161019999820497,-4.080400773080469,0.0,-9.602591536755293
0.4200000000000003,0.0002222236325853509,-4.090003364617225,0.0,-9.601630437848392
0.4210000000000003,0.00022283774399469727,-4.099604995055073,0.0,-9.600667176335364
0.4220000000000003,0.00022345253682181247,-4.109205662231409,0.0,-9.599701753112194
0.4230000000000003,0.00022406801367189108,-4.118805363984521,0.0,-9.598734169076751
0.4240000000000003,0.00022468417716330766,-4.128404098153598,0.0,-9.59776442512877
0.4250000000000003,0.0002253010299202673,-4.138001862578727,0.0,-9.596792522169864
0.4260000000000003,0.00022591857457654948,-4.1475986551008965,0.0,-9.595818461103514
0.4270000000000003,0.00022653681377497089,-4.157194473562,0.0,-9.594842242835073
0.4280000000000003,0.0002271557501664566,-4.166789315804835,0.0,-9.59386386827176
0.4290000000000003,0.0002277753864114518,-4.176383179673107,0.0,-9.592883338322657
0.4300000000000003,0.00022839572517996995,-4.18597606301143,0.0,-9.591900653898717
0.4310000000000003,0.0002290167691520325,-4.1955679636653285,0.0,-9.590915815912748
0.43200000000000033,0.0002296385210153726,-4.205158879481242,0.0,-9.58992882527942
0.43300000000000033,0.00023026098346743572,-4.2147488083065205,0.0,-9.588939682915264
0.43400000000000033,0.00023088415921523344,-4.224337747989436,0.0,-9.587948389738665
0.43500000000000033,0.00023150805097441385,-4.233925696379175,0.0,-9.586954946669866
0.43600000000000033,0.00023213266147205093,-4.243512651325845,0.0,-9.585959354630958
0.43700000000000033,0.0002327579934394483,-4.253098610680476,0.0,-9.58496161454589
0.43800000000000033,0.0002333840496258997,-4.262683572295021,0.0,-9.583961727340455
0.43900000000000033,0.00023401083278267522,-4.272267534022362,0.0,-9.582959693942296
0.44000000000000034,0.00023463834567502402,-4.281850493716304,0.0,-9.581955515280903
0.44100000000000034,0.00023526659107477436,-4.291432449231585,0.0,-9.580949192287607
0.44200000000000034,0.00023589557176371622,-4.301013398423873,0.0,-9.579940725895584
0.44300000000000034,0.0002365252905399413,-4.310593339149769,0.0,-9.578930117039851
0.44400000000000034,0.00023715575020178816,-4.320172269266808,0.0,-9.57791736665726
0.44500000000000034,0.00023778695356203327,-4.329750186633466,0.0,-9.576902475686506
0.44600000000000034,0.00023841890344401798,-4.339327089109152,0.0,-9.575885445068112
0.44700000000000034,0.0002390516026809148,-4.34890297455422,0.0,-9.574866275744439
0.44800000000000034,0.00023968505411302147,-4.3584778408299645,0.0,-9.573844968659678
0.44900000000000034,0.00024031926059667557,-4.3680516857986245,0.0,-9.57282152475985
0.45000000000000034,0.0002409542249893365,-4.377624507323384,0.0,-9.5717959449928
